"time","Porto Velho","Vilhena","Ariquemes","Cacoal"
"May 1, 2018",27.333,27.396,29.163,28.906
"May 9, 2018",27.791,27.213,28.135,28.288
"May 17, 2018",25.991,25.617,27.491,27.851
"May 25, 2018",27.564,27.436,29.307,29.172
"Jun 2, 2018",,,,
"Jun 10, 2018",26.635,24.914,28.215,26.593
"Jun 18, 2018",27.354,26.277,30.261,28.272
"Jun 26, 2018",29.792,28.076,32.225,30.595
"Jul 4, 2018",28.137,27.072,30.896,29.388
"Jul 12, 2018",29.209,28.865,33.178,31.56
"Jul 20, 2018",29.554,27.481,33.56,31.385
"Jul 28, 2018",29.822,28.656,32.801,32.477
"Aug 5, 2018",29.331,27.666,33.052,31.499
"Aug 13, 2018",30.571,29.094,33.035,33.654
"Aug 21, 2018",28.054,28.752,30.386,31.659
"Aug 29, 2018",30.465,29.337,32.117,33.083
"Sep 6, 2018",31.858,31.904,34.679,36.937
"Sep 14, 2018",29.381,29.016,31.077,32.842
"Sep 22, 2018",32.134,30.543,33.457,33.305
"Sep 30, 2018",30.589,28.791,31.077,30.142
"Oct 8, 2018",30.706,29.208,32.53,30.578
"Oct 16, 2018",29.472,30.668,27.008,32.716
"Oct 24, 2018",29.757,28.643,30.641,30.949
"Nov 1, 2018",28.367,27.181,30.477,30.33
"Nov 9, 2018",29.318,29.111,31.459,26.403
"Nov 17, 2018",27.796,28.58,30.945,
"Nov 25, 2018",25.936,,25.422,24.36
"Dec 3, 2018",26.795,27.555,28.968,28.261
"Dec 11, 2018",26.559,27.382,28.403,29.741
"Dec 19, 2018",25.721,28.847,29.767,29.559
"Dec 27, 2018",22.606,25.753,,24.429
