"time","Porto Velho","Ariquemes","Cacoal","Vilhena"
"Jan 1, 2018",0.017019259118455,0.017204635904347,0.017337710363852,0.016624903392618
"Feb 1, 2018",0.017526405789836,0.017503924438861,0.01748687036241,0.016784079002407
"Mar 1, 2018",0.017316260455237,0.017350268362843,0.017630543372736,0.016837218108634
"Apr 1, 2018",0.017252338657005,0.017386182018344,0.017058194026096,0.016235514952236
"May 1, 2018",0.01632634932433,0.016325233331283,0.015852062535664,0.01419641964272
"Jun 1, 2018",0.013279109991347,0.013336279858895,0.013095275431404,0.011822861665421
"Jul 1, 2018",0.011447399158,0.010955652903862,0.01065488034309,0.00957348276523
"Aug 1, 2018",0.012981107564191,0.012496241466206,0.011524414524638,0.010876426762591
"Sep 1, 2018",0.012849891217764,0.012367331394015,0.011745093231535,0.011542499509004
"Oct 1, 2018",0.015385677327918,0.014938700632404,0.015193770640917,0.015382014863484
"Nov 1, 2018",0.016743705330224,0.016749433379535,0.016683900693518,0.016851782306487
"Dec 1, 2018",0.017541179184757,0.017506433277257,0.017489067605969,0.016736282904144
